customer_id,customer_name,email_address,phone_number,date_of_birth,address_line1,city,state,postal_code,country_code,pan_number,loyalty_tier,customer_status,created_at
CUST0001287,Ishanvi Venkatesh,dnarasimhan@outlook.com,2075204690,1999-07-04,"64/847, Gupta Chowk",Kalyan-Dombivli,Chhattisgarh,453328,GB,REPOG4440K,Bronze,ACTIVE,2026-02-14T02:46:48
CUST0001288,Faris Acharya,birpratyush@example.com,3672916942,1994-03-15,64/710 Kannan Chowk,South Dumdum,Manipur,445522,IN,STBIP5652G,Silver,ACTIVE,2024-03-04T20:29:25
CUST0001289,Advay Ahluwalia,rajufariq@example.com,2152900741,1995-06-17,"H.No. 860, Divan Road",Jalandhar,Madhya Pradesh,203245,GB,TYVQR7232E,Gold,ACTIVE,2021-09-25T13:42:12
CUST0001290,Balvan Rai,ramaswamydarsh@gmail.com,7377889214,2010-03-28,"H.No. 729, Thakur Nagar",Chittoor,Punjab,951546,SG,DDVWX8011Z,Platinum,ACTIVE,2022-07-19T13:57:26
CUST0001291,Udyati Sangha,kamala75@gmail.com,9033675947,1963-10-10,"78/486, Gaba Path",Varanasi,Nagaland,409996,GB,MQNBQ0453N,Platinum,ACTIVE,2023-02-21T15:23:43
CUST0001292,Atharv Sheth,agatearjun@example.com,6755475396,1992-01-14,"25/11, Dhaliwal Chowk",Faridabad,Gujarat,248212,IN,EZLYO5821R,Gold,ACTIVE,2024-12-13T03:42:16
CUST0001293,Ayush Bera,agastya88@gmail.com,1125804430,1991-05-01,112 Chhabra Chowk,Hazaribagh,Bihar,313463,IN,QDABO0981X,Platinum,ACTIVE,2024-01-21T13:59:27
CUST0001294,Frederick Nath,omyasule@yahoo.com,7110706868,2008-07-10,H.No. 473 Mukhopadhyay Path,Jamalpur,Odisha,604034,SG,LVLUD5374C,Silver,ACTIVE,2020-09-07T07:52:58
CUST0001295,Vyanjana Subramaniam,kashvichakrabarti@gmail.com,6032370140,1993-08-30,15/199 Kapadia Marg,Rajahmundry,Arunachal Pradesh,433499,GB,VTLAE4772S,Silver,INACTIVE,2020-03-06T06:45:41
CUST0001296,Janaki Padmanabhan,victortiwari@example.com,1629062881,1976-08-07,"30/980, Chacko Path",Firozabad,Gujarat,961235,IN,PUBHD4936S,Gold,INACTIVE,2023-08-21T16:42:44
CUST0001297,Saanvi Kothari,vidhi24@outlook.com,1676218743,1984-05-22,42 Iyer,Katni,Mizoram,152230,US,BMUOL3487L,Silver,ACTIVE,2022-11-29T14:21:38
CUST0001298,Hemang Salvi,banjeetmuni@example.com,4826277331,1963-03-27,"876, Kapoor Marg",Chennai,Himachal Pradesh,572769,US,QDBVT1974L,Gold,ACTIVE,2025-01-11T15:10:07
CUST0001299,Chavvi Rattan,zvarty@example.com,1692175171,1972-06-28,H.No. 47 Narain Nagar,Lucknow,Kerala,242718,IN,CFAAT7458I,Platinum,ACTIVE,2022-04-27T05:14:10
CUST0001300,Zarna Misra,karazaid@example.com,2760783359,1956-01-25,"H.No. 52, Yadav Road",Munger,West Bengal,975387,US,TGFBS0353W,Gold,ACTIVE,2026-02-24T14:35:45
CUST0001301,Nikita Chhabra,hardik19@example.com,0147391298,1987-06-18,H.No. 80 Desai Zila,Fatehpur,Assam,825225,US,UYPGV2771M,Gold,BLOCKED,2021-05-28T07:55:59
CUST0001302,Gopal Seshadri,anika79@example.com,0803089229,1995-03-19,"96/58, Bali Road",Buxar,Haryana,976500,DE,IAOUJ7645C,Bronze,ACTIVE,2020-05-03T09:35:04
CUST0001303,Akshay Ganguly,lekhanagarajan@example.com,2600805980,2003-01-19,"H.No. 300, Hayer Path",Siwan,Chhattisgarh,812427,US,OKYUP8687O,Silver,ACTIVE,2023-10-02T13:29:24
CUST0001304,Charan Halder,shaekavir@outlook.com,8169223976,1973-04-20,H.No. 15 Bhargava Zila,Delhi,Uttarakhand,106319,GB,QKSMT2729J,Bronze,INACTIVE,2021-08-16T17:16:02
CUST0001305,Tarak Natarajan,daminiganesh@outlook.com,3898749559,2001-10-30,"33/558, Pall Circle",Jalgaon,Mizoram,538430,IN,PHMGB3463F,Gold,BLOCKED,2025-01-14T15:37:18
CUST0001306,Inaya Nagi,npau@yahoo.com,2961499094,1950-10-17,20/279 Char Circle,Ozhukarai,West Bengal,429536,US,JNHEO4811K,Gold,ACTIVE,2025-01-18T02:06:12
CUST0001307,Geetika Varty,veda49@example.com,0092628865,1994-11-16,"H.No. 080, Shan Path",Jodhpur,Odisha,724299,DE,CURJQ7435N,Platinum,ACTIVE,2023-11-11T09:16:22
CUST0001308,Ganga Padmanabhan,oviya80@outlook.com,6900158123,1989-02-22,"H.No. 94, Barad Chowk",Bhavnagar,Kerala,991854,IN,PCITS1906R,Bronze,ACTIVE,2025-11-28T09:27:15
CUST0001309,Chandresh Parsa,ksundaram@outlook.com,8774763083,1966-03-26,"10/06, Loke Ganj",Aizawl,Rajasthan,600020,US,XICRJ1804K,Platinum,ACTIVE,2025-02-08T07:30:32
CUST0001310,Alexander Mutti,dpadmanabhan@outlook.com,3682876575,1955-05-09,68/56 Parsa Circle,Purnia,Tripura,840469,US,HKQZT6487G,Silver,ACTIVE,2025-05-28T03:45:38
CUST0001311,Isaac Kapur,behlchatura@gmail.com,5546453347,1956-09-23,"48/44, Ahuja Chowk",Kochi,Tamil Nadu,976522,DE,QVYNW4505M,Gold,ACTIVE,2024-10-10T22:05:27
CUST0001312,Banjeet Sane,hitesh18@gmail.com,9613875955,1994-02-14,"81/33, Mani Street",Tadepalligudem,Sikkim,211786,DE,FHAGT9771S,Silver,ACTIVE,2023-04-21T05:44:18
CUST0001313,Riya Sharma,rishi60@yahoo.com,8909859271,1960-03-25,49 Mohan Ganj,Pali,Tamil Nadu,402986,GB,TGAFZ8893O,Platinum,BLOCKED,2026-03-16T08:28:19
CUST0001314,Vasana Sharaf,umohanty@gmail.com,8084319652,1983-08-17,"05/312, Bahri Marg",Imphal,Tamil Nadu,284257,IN,OZIWT7402V,Platinum,BLOCKED,2020-02-02T07:32:55
CUST0001315,Riya Sampath,kavya91@outlook.com,6813078373,1966-10-17,41/23 Narang Road,Panihati,Goa,131025,US,SWUFE5802G,Platinum,BLOCKED,2026-03-01T00:30:23
CUST0001316,Praneel Shroff,sarthak51@gmail.com,9286327023,1973-11-16,"810, Agate Marg",Munger,Haryana,293341,DE,RRAAL4433P,Gold,ACTIVE,2020-11-13T02:12:16
CUST0001317,Sathvik Korpal,mitali41@example.com,2987025215,1999-01-07,H.No. 723 Tripathi Marg,Varanasi,Himachal Pradesh,126500,IN,YDOWJ4852U,Platinum,ACTIVE,2020-03-20T07:51:56
CUST0001318,Gauri Mani,kdube@gmail.com,0553061139,1985-11-22,89/275 Hegde Street,Faridabad,Mizoram,303442,DE,JYQOO7056V,Bronze,ACTIVE,2020-02-14T01:11:52
CUST0001319,Ishita Ratti,yashodharaprabhakar@yahoo.com,8284399748,2002-05-01,"H.No. 557, Jain Ganj",Jaunpur,Punjab,307916,US,KRSAT2660Q,Silver,ACTIVE,2025-02-22T06:40:56
CUST0001320,Kamala Bal,shadivya@yahoo.com,5665589906,1975-02-02,22/324 Basak Street,Mathura,Andhra Pradesh,495035,SG,KGCBK0631E,Silver,ACTIVE,2024-12-09T05:49:19
CUST0001321,Yatin Raj,harinibrar@yahoo.com,4202861223,1989-10-18,"H.No. 02, Narayan Road",Bhavnagar,Chhattisgarh,554275,US,SPBJO4922S,Bronze,INACTIVE,2022-06-29T20:29:30
CUST0001322,Daksh Aurora,charrayaan@gmail.com,7892824350,1985-09-05,"35/329, Rai Path",Shivpuri,Maharashtra,892966,GB,RAVFZ2948Y,Gold,ACTIVE,2021-10-02T12:44:08
CUST0001323,Daksh Yogi,lshanker@yahoo.com,3614083070,1959-10-03,"602, Guha Chowk",Thanjavur,Maharashtra,832829,SG,FVXMB7261L,Silver,BLOCKED,2022-07-10T04:37:55
CUST0001324,Bishakha Nagi,dseshadri@example.com,8243821462,2012-11-12,"833, Butala Circle",Orai,Karnataka,265678,DE,MBYJF2235R,Silver,INACTIVE,2020-12-22T05:49:40
CUST0001325,Bishakha Basak,mallchandani@gmail.com,2452292456,1984-10-10,"35/04, Dugar Marg",Thiruvananthapuram,Rajasthan,333002,GB,MVJZU7415O,Bronze,ACTIVE,2026-04-25T15:37:41
CUST0001326,Sanya Trivedi,fariq90@gmail.com,3094587595,1961-04-03,23 Halder Street,Kolkata,Meghalaya,970784,DE,JBMTG0861T,Platinum,ACTIVE,2024-06-06T23:30:57
CUST0001327,Tanmayi Mane,kpalla@yahoo.com,4835650869,1965-05-26,"25/254, Choudhry Zila",Arrah,Kerala,575652,US,JBQAC6241A,Gold,ACTIVE,2022-04-21T21:24:45
CUST0001328,Alka Bawa,neelima47@example.com,3364245320,1973-10-03,"614, Misra Ganj",Dhule,Meghalaya,753712,SG,MYHCM1524E,Gold,ACTIVE,2025-01-28T00:01:14
CUST0001329,Nisha Walla,ayushmanpatla@example.com,1225264974,1977-01-13,"76, Manda Road",Guna,Maharashtra,955705,IN,DHFVC3070U,Platinum,ACTIVE,2024-01-28T15:01:44
CUST0001330,Balhaar Chopra,chaitalymann@gmail.com,5694211874,1965-03-21,H.No. 91 Bhatia Nagar,Gulbarga,Tamil Nadu,146761,SG,LBSKM3149N,Bronze,ACTIVE,2026-05-03T06:15:12
CUST0001331,Oeshi Mann,lankafrederick@gmail.com,1070431055,1964-11-19,88/785 Ram Nagar,Kanpur,Tripura,295214,IN,RHQHO6751W,Gold,ACTIVE,2022-09-02T22:33:44
CUST0001332,Gaurangi Rau,panchaljai@gmail.com,2770215386,1975-01-28,"H.No. 162, Char Chowk",Dhule,Tripura,371631,SG,HCZGP5934A,Bronze,BLOCKED,2022-07-11T06:18:41
CUST0001333,Advaith Kumar,ugrover@outlook.com,3107371220,1981-04-07,"45/24, Varughese Nagar",Visakhapatnam,Telangana,301775,US,UXOPA9692C,Silver,ACTIVE,2020-01-27T06:06:30
CUST0001334,Alexander Khanna,chaudhariamruta@outlook.com,0998129719,1982-01-28,H.No. 15 Kurian,Raurkela Industrial Township,Himachal Pradesh,170501,IN,JZBQP3450L,Silver,ACTIVE,2023-09-19T12:31:35
CUST0001335,Xavier Walia,bramesh@gmail.com,8110512927,1960-03-08,"67/779, Kaur Circle",Sirsa,Manipur,748221,US,AGSIQ8107D,Gold,ACTIVE,2023-09-07T01:12:56
CUST0001336,Jagrati Chacko,rayaanchatterjee@outlook.com,7920823661,1986-04-27,"29, Dada Path",Eluru,Rajasthan,709112,SG,LBXHF6086B,Gold,ACTIVE,2022-03-04T08:56:31
CUST0001337,Aarav Khatri,golevansha@outlook.com,7360863339,1964-07-21,67 Anand Marg,Raichur,Andhra Pradesh,408850,US,DRMDJ8005N,Platinum,ACTIVE,2024-10-13T04:48:55
CUST0001338,Omaja Grover,chanakya98@gmail.com,5564419941,1998-03-19,H.No. 605 Gole Nagar,Gandhidham,Madhya Pradesh,127946,GB,HVTNI1918N,Silver,ACTIVE,2021-06-01T09:48:39
CUST0001339,Wakeeta Vig,akshay32@yahoo.com,7749117675,1958-02-12,753 Natarajan Zila,Raichur,Rajasthan,269546,SG,DTIPJ2295Z,Bronze,ACTIVE,2023-09-27T21:47:19
CUST0001340,Rudra Bhargava,paninitandon@example.com,8675675351,1978-02-01,H.No. 39 Taneja Street,Kadapa,Bihar,741443,SG,CWTBN2078F,Silver,ACTIVE,2021-04-27T05:11:36
CUST0001341,Aarnav D’Alia,krishluke@outlook.com,8234160990,1994-07-15,88/516 Chad Marg,Panchkula,Madhya Pradesh,520991,US,DROYL4449S,Bronze,ACTIVE,2025-02-26T11:14:59
CUST0001342,Falan Saraf,jeremiahganguly@yahoo.com,7261054026,1974-12-05,55 Dhar,Bettiah,Odisha,267827,IN,ZZQNK5688N,Bronze,ACTIVE,2022-01-16T21:40:26
CUST0001343,Shivani Maharaj,ranveer91@yahoo.com,2384876144,2007-07-02,609 Vala Nagar,Bahraich,Karnataka,197419,SG,CZWNG3794H,Silver,ACTIVE,2023-11-01T22:39:04
CUST0001344,Aadhya Gole,aryanathan@gmail.com,9278523461,2002-07-27,"76, Virk Nagar",Varanasi,Assam,238872,US,GNCGR0665K,Platinum,ACTIVE,2020-11-07T08:20:25
CUST0001345,Kai Pingle,jpatel@gmail.com,9385404450,1993-03-17,834 Ramakrishnan Marg,Nagaon,Bihar,490465,US,ZCIMT4498Z,Platinum,ACTIVE,2024-09-30T09:58:42
CUST0001346,Umang Goswami,farajpadmanabhan@example.com,0707919048,1978-07-29,"H.No. 508, Khare Ganj",Imphal,Assam,258486,SG,MPVQW2982R,Platinum,ACTIVE,2024-04-18T03:44:45
CUST0001347,Yashoda Joshi,watikaverma@outlook.com,4742507438,2012-11-28,00/786 Sekhon Chowk,Thanjavur,Andhra Pradesh,126638,SG,EYOOY0535T,Platinum,ACTIVE,2025-01-11T08:19:18
CUST0001348,Thomas Ramanathan,njoshi@gmail.com,1424741516,1950-05-28,61 Trivedi Road,Bilaspur,Rajasthan,698822,SG,VECHK3648S,Silver,INACTIVE,2023-01-05T11:29:00
CUST0001349,Janaki Tandon,djain@outlook.com,1460174196,1974-04-08,"92/568, Narayan Ganj",Cuttack,Manipur,164051,US,EEYVQ8387A,Silver,ACTIVE,2020-09-14T12:52:57
CUST0001350,Udarsh Mishra,sdara@outlook.com,1374028265,1979-10-10,"67/562, Pingle Chowk",Mau,Sikkim,471852,IN,LOGWK4034P,Gold,ACTIVE,2023-01-14T07:38:29
CUST0001351,Jalsa Parmar,warjas64@outlook.com,2094705447,1959-01-02,"01/87, Gala Marg",Ghaziabad,Himachal Pradesh,710152,IN,UJHCE3885W,Gold,ACTIVE,2020-07-21T18:50:19
CUST0001352,Anika Lata,aryandeep@example.com,3854424029,1993-07-10,68/869 Batra Circle,Rewa,Gujarat,720001,DE,TCZDG4272H,Silver,ACTIVE,2025-03-24T22:02:39
CUST0001353,Sanaya Shan,varshayadav@outlook.com,5616217367,1983-08-03,140 Borra Ganj,Sikar,Maharashtra,826059,GB,TVRQZ6162N,Silver,ACTIVE,2021-01-17T18:16:01
CUST0001354,Varsha Ramaswamy,faqidthakkar@outlook.com,2479224768,1972-10-27,H.No. 671 Venkataraman Road,Jaunpur,Punjab,758802,GB,XSLMU2578J,Bronze,BLOCKED,2022-01-08T00:16:13
CUST0001355,Atharv Gulati,ekaraj37@yahoo.com,4542471155,1998-09-10,"19/51, Chanda Chowk",Hospet,Uttarakhand,606569,DE,PBQMM0677H,Bronze,ACTIVE,2025-07-11T23:05:05
CUST0001356,Gunbir Raman,dhriti38@example.com,3642550353,2001-07-19,"H.No. 254, Seshadri Marg",Kavali,Assam,307905,US,WKWWC4999E,Silver,ACTIVE,2026-04-05T15:39:20
CUST0001357,Viraj Chandran,xagarwal@yahoo.com,8258320143,1958-07-19,679 Varma Circle,Junagadh,Mizoram,475357,SG,QTUTL6364G,Bronze,ACTIVE,2023-10-25T17:00:46
CUST0001358,Azaan Raval,kevinsachar@yahoo.com,3920604294,1988-11-15,"H.No. 192, Sekhon Road",Rajpur Sonarpur,Rajasthan,388292,IN,QEIKD5069K,Gold,INACTIVE,2024-01-11T19:11:53
CUST0001359,Yadavi Srinivasan,jagatchandra@outlook.com,0382998399,1998-07-31,"59/547, Brar Marg",Karaikudi,Tripura,280141,GB,PCTUB0680A,Platinum,ACTIVE,2021-07-06T14:43:42
CUST0001360,Anamika Salvi,buchsai@outlook.com,4336057432,1951-08-13,H.No. 95 De,Bhalswa Jahangir Pur,Punjab,875585,SG,ZQDME1969P,Gold,ACTIVE,2025-05-29T04:33:47
CUST0001361,Brinda Bhatti,usaha@outlook.com,0594836090,1982-07-07,"H.No. 153, Badami Marg",Jalna,Gujarat,419966,US,PRMFN9453I,Gold,ACTIVE,2020-11-24T21:19:16
CUST0001362,Aarush Sachdev,dadakamya@example.com,5305325624,1965-02-21,"H.No. 97, Lanka Nagar",Bally,Nagaland,682430,US,RZKUN5551K,Silver,ACTIVE,2023-12-06T00:18:50
CUST0001363,Azad Natarajan,gmann@gmail.com,9353910389,1997-11-04,09 Dubey Path,Guna,Uttarakhand,292257,GB,TCQSM5868M,Platinum,ACTIVE,2023-05-13T16:16:58
CUST0001364,Maanas Atwal,varmaluke@outlook.com,8578398037,1999-07-26,120 Rout Path,Kadapa,Kerala,531163,US,HDJEZ3074M,Gold,ACTIVE,2020-02-22T03:18:00
CUST0001365,Anthony Palla,mahalakshay@outlook.com,0181361700,1964-07-31,H.No. 12 Krishna Ganj,Bangalore,West Bengal,357618,GB,UUPSK9452Y,Bronze,ACTIVE,2026-05-22T20:52:36
CUST0001366,Ekantika Patel,rbrar@outlook.com,1298701093,2003-04-17,"41/76, Choudhry Zila",Aizawl,Mizoram,112000,IN,MZVVW3240I,Platinum,ACTIVE,2021-11-28T16:08:35
CUST0001367,Faraj Deep,ramanitara@gmail.com,8100112330,1962-01-21,H.No. 56 Korpal Chowk,Korba,Nagaland,529821,DE,GSPTS3684Z,Bronze,ACTIVE,2023-11-04T01:54:56
CUST0001368,Parth Tiwari,suraishani@yahoo.com,5389059509,1988-08-09,"83, Dua Marg",Amroha,Meghalaya,303639,US,FLDSH2108D,Bronze,ACTIVE,2023-03-13T23:33:25
CUST0001369,Fariq Palla,vupadhyay@gmail.com,5551849552,1951-09-07,"52/217, Dave Ganj",Ajmer,Himachal Pradesh,852014,US,IDQKB8729J,Bronze,ACTIVE,2020-12-11T20:55:56
CUST0001370,Tara Gera,xmurthy@outlook.com,3420457813,1972-01-14,530 Bhasin Ganj,Parbhani,West Bengal,488744,US,HHNES1300B,Silver,ACTIVE,2021-10-18T10:50:43
CUST0001371,Damyanti Goyal,mandayuvraj@example.com,7805592277,1958-05-27,"49/769, Vasa Chowk",Udaipur,Kerala,191062,SG,EENWA6964C,Silver,ACTIVE,2020-01-24T01:42:11
CUST0001372,Bimala Rai,sganesh@example.com,6339680071,1951-11-28,H.No. 05 Dave Street,Bareilly,Assam,654567,US,JISXK2704U,Platinum,ACTIVE,2020-06-01T11:39:51
CUST0001373,Warinder Devi,frederickmodi@example.com,3161669744,1975-03-18,"11, Vyas",Jabalpur,Uttar Pradesh,519675,IN,IDIPL1157D,Platinum,ACTIVE,2025-04-25T15:52:17
CUST0001374,Warda Dalal,jyoti86@outlook.com,2642362458,1985-01-26,"14, Taneja Chowk",Indore,Mizoram,395048,US,EFHQO0571T,Gold,ACTIVE,2020-03-01T20:50:31
CUST0001375,Chandran Bhasin,vinayalad@yahoo.com,2443793666,1970-06-24,71/188 Ray Zila,Hajipur,Goa,585520,US,CDSLA7734C,Silver,ACTIVE,2024-10-01T03:16:53
CUST0001376,Kavya Dass,skeer@example.com,1881567541,1988-03-08,H.No. 79 Balan Chowk,Ghaziabad,Uttar Pradesh,791048,US,TOOXV0770N,Silver,ACTIVE,2022-04-22T07:13:02
CUST0001377,Anmol Bobal,ghayre@example.com,1272592129,1960-04-15,24/055 Gaba Path,Vasai-Virar,Meghalaya,113034,SG,BUJPZ7485T,Gold,ACTIVE,2021-01-16T15:50:52
CUST0001378,Anamika Kalita,jmorar@yahoo.com,2022041064,1962-04-24,652 Chhabra Nagar,Anand,Manipur,309767,IN,COCKX6096C,Platinum,ACTIVE,2023-02-04T10:28:30
CUST0001379,William Dyal,oommenmadhavi@gmail.com,2050650696,1967-08-23,H.No. 52 Ranganathan Ganj,Amaravati,Himachal Pradesh,582100,US,YRKCI1100K,Platinum,ACTIVE,2024-05-09T19:03:17
CUST0001380,Vyanjana Raval,mishradalbir@yahoo.com,2321517519,1992-10-04,"60/58, Pandya Marg",Jodhpur,Himachal Pradesh,540636,IN,CFCSN3422F,Platinum,ACTIVE,2022-10-25T22:00:20
CUST0001381,Tamanna Shankar,noahdhar@yahoo.com,4995893674,1966-02-26,"H.No. 767, Seshadri Circle",Ambala,Tripura,753971,IN,EZNCP8011W,Gold,ACTIVE,2020-10-11T17:14:07
CUST0001382,Matthew Johal,janujagala@yahoo.com,3775044806,1980-07-09,96/84 Banerjee Marg,Bhubaneswar,Tamil Nadu,204948,SG,UVXUO2616T,Platinum,ACTIVE,2020-12-20T18:00:03
CUST0001383,Unni Kota,upasnabhalla@outlook.com,1461690476,1965-06-21,54/419 Lanka Nagar,Unnao,Manipur,414341,US,DCVAN0296U,Bronze,ACTIVE,2023-03-21T20:24:07
CUST0001384,Om Khanna,wgrover@outlook.com,6456048511,1989-12-13,H.No. 63 Grewal Street,Shivpuri,Punjab,422596,GB,GVHLW1117M,Gold,ACTIVE,2025-07-25T06:07:28
CUST0001385,Suhani Gokhale,ravibishakha@outlook.com,2292538418,1974-02-07,H.No. 765 Edwin Chowk,Rampur,West Bengal,462126,DE,BBAFL5883J,Gold,ACTIVE,2025-08-14T14:09:10
CUST0001386,Wahab Mandal,varkeysai@yahoo.com,7836159266,1990-04-01,"07/95, Nayak Marg",Faridabad,Andhra Pradesh,697974,IN,XANMS0227A,Silver,ACTIVE,2023-04-16T19:31:03
CUST0001387,Avni Singhal,dugalbalendra@yahoo.com,3714213747,1970-03-22,"22/68, Mallick",Bhilwara,Goa,496886,US,PUUWP7629Z,Platinum,INACTIVE,2026-05-14T01:30:34
CUST0001388,Lohit More,sinhaowen@yahoo.com,9598161809,2011-09-29,"H.No. 09, Kashyap Ganj",Belgaum,Manipur,590325,US,ILEXM2445Q,Silver,INACTIVE,2024-11-12T09:41:34
CUST0001389,Madhavi Suresh,krishsule@gmail.com,2215532501,2008-07-27,"974, Char Path",Tenali,Karnataka,112675,IN,ZLXSL1608Y,Gold,ACTIVE,2025-08-13T12:16:39
CUST0001390,Hitesh Kar,pavanisandhu@yahoo.com,5752966471,1993-03-20,"072, Dani Ganj",Siwan,Himachal Pradesh,877957,GB,XANBL6550S,Silver,ACTIVE,2024-05-19T10:08:27
CUST0001391,Dev Radhakrishnan,psalvi@outlook.com,5999196697,1978-10-28,"644, Palan",Ramagundam,Haryana,918130,SG,RQJSM7043G,Bronze,ACTIVE,2026-07-10T08:01:24
CUST0001392,Nachiket Sani,jagdishtank@example.com,7442221242,1997-11-16,"19/03, Sawhney Road",Vasai-Virar,Manipur,181424,GB,LXIPU5102J,Platinum,ACTIVE,2023-06-02T17:47:38
CUST0001393,Alexander Toor,wahabganguly@example.com,1045351356,1958-06-03,"71/916, Hayre Ganj",Bhilwara,Manipur,407861,US,POOGK1543U,Platinum,INACTIVE,2025-11-10T09:32:10
CUST0001394,Hritik Sundaram,sdhaliwal@yahoo.com,0682994580,1969-01-16,18 Chaudhry Marg,Purnia,Telangana,579237,IN,MMGTU2549P,Platinum,ACTIVE,2020-12-03T19:44:31
CUST0001395,Hamsini Chaudhry,teerthvarughese@example.com,1367461616,2008-06-24,"707, Raja Ganj",Vijayawada,Chhattisgarh,997726,GB,AMWXP7470Z,Platinum,ACTIVE,2024-08-23T17:00:57
CUST0001396,Owen Chokshi,xwadhwa@outlook.com,0697296720,2010-12-15,931 Cherian,Raiganj,Nagaland,506532,US,SQFQA7586X,Platinum,INACTIVE,2020-10-02T13:23:20
CUST0001397,Maanas Patla,yatin17@yahoo.com,5046161438,2012-04-06,675 Pai Road,Gurgaon,Uttarakhand,191360,SG,FQIWQ9094W,Gold,INACTIVE,2026-05-28T01:13:18
CUST0001398,Ira Ramanathan,nilimabhalla@gmail.com,8552882313,1963-05-20,83 Jain Road,Jorhat,Tamil Nadu,574807,DE,MDXDA5991P,Silver,BLOCKED,2021-03-26T00:24:13
CUST0001399,Yauvani Ramanathan,luckynatt@yahoo.com,3763662871,1980-01-05,H.No. 35 Natarajan,Jammu,Punjab,143001,DE,QKHNV4506G,Platinum,ACTIVE,2023-04-03T08:35:57
CUST0001400,Adya Yohannan,ykeer@yahoo.com,9972855417,1986-12-15,149 Lall Zila,Madurai,Kerala,889471,DE,ZDYJT4409J,Bronze,ACTIVE,2020-05-29T08:17:50
CUST0001401,Warda Lal,morearin@outlook.com,2770354766,1989-11-07,97/51 Bala Nagar,Raichur,Tripura,379979,DE,FKZOR1940Z,Silver,ACTIVE,2020-04-20T14:25:51
CUST0001402,Harshil Patil,magarjagat@example.com,7082922092,2007-10-31,"H.No. 295, Bhatt Nagar",Avadi,Manipur,561406,US,KDTWX4729U,Bronze,ACTIVE,2025-04-13T04:22:40
CUST0001403,Wridesh Subramaniam,ayaankrishnan@outlook.com,5745684426,1966-06-03,"88/465, Basak Zila",Ramagundam,Nagaland,870593,US,SFNCH3082B,Platinum,ACTIVE,2025-05-01T20:55:18
CUST0001404,Nidra Kumar,benjamin35@yahoo.com,4177334307,1957-04-17,"82/160, Guha Marg",Muzaffarnagar,Assam,744149,IN,HRFQZ8678B,Platinum,INACTIVE,2025-09-07T15:41:19
CUST0001405,Mitesh Keer,mohinisrinivasan@yahoo.com,2579535644,1969-07-24,"H.No. 47, Virk Street",Kulti,Odisha,626785,GB,ZBQKO9624G,Bronze,ACTIVE,2025-04-12T07:28:22
CUST0001406,Maanas Bhandari,ekavirsoman@example.com,9145090903,1968-05-02,"69/39, Keer Path",Nagpur,Madhya Pradesh,419480,US,HLCYU7333N,Platinum,ACTIVE,2020-04-08T11:27:56
CUST0001407,Charles Gokhale,lopa68@yahoo.com,3858552010,1951-12-19,H.No. 84 Dhaliwal Chowk,Amroha,Himachal Pradesh,984832,GB,DAMRI0518K,Silver,ACTIVE,2021-04-28T16:34:51
CUST0001408,Siya Shan,chatura25@gmail.com,9839103204,1973-07-16,810 Setty Street,Hindupur,Karnataka,779384,SG,JBNDD7551P,Platinum,ACTIVE,2026-02-10T14:37:01
CUST0001409,Wakeeta Sandhu,sarthakbajaj@example.com,2517666899,1952-09-01,H.No. 62 Johal Zila,Avadi,Kerala,526911,DE,ONXZW9582Z,Silver,ACTIVE,2020-09-07T02:32:19
CUST0001410,Devansh Garg,bachittar99@example.com,4147537637,1964-08-11,H.No. 85 Sangha Circle,Mehsana,Maharashtra,705951,IN,RFFUA6955U,Platinum,ACTIVE,2026-07-04T21:09:59
CUST0001411,Niharika Pau,randhawaucchal@outlook.com,4511590592,1995-08-30,H.No. 426 Purohit Road,Tadipatri,Kerala,980075,SG,SZAAS0804O,Bronze,BLOCKED,2026-01-06T05:48:57
CUST0001412,Thomas Tripathi,yaminiprabhu@example.com,4162750209,1960-10-07,"H.No. 238, Ghosh Nagar",Bilaspur,Tamil Nadu,689144,US,PUUGS6276G,Platinum,ACTIVE,2022-04-15T08:29:49
CUST0001413,Adya Sinha,murtygunbir@example.com,9545893853,1958-02-11,99/91 Palan Marg,Karnal,Tripura,579766,IN,JTEPR9522U,Platinum,ACTIVE,2022-12-10T06:14:54
CUST0001414,Kai Amble,bhattigaurav@example.com,4973111496,2002-09-10,"89/10, Agate Path",Pondicherry,Punjab,406117,US,PRDBT6197X,Bronze,ACTIVE,2026-01-02T08:32:05
CUST0001415,Jeevika Venkatesh,adwetamannan@gmail.com,9421042084,2010-07-09,H.No. 49 Shroff Nagar,Akola,Karnataka,908538,US,HVHMD5054K,Gold,ACTIVE,2020-03-19T04:06:45
CUST0001416,Tanvi Pingle,ashukla@yahoo.com,9606169413,1982-03-10,36/95 Patla Path,Shivpuri,Manipur,912738,SG,IIAMQ0699H,Platinum,ACTIVE,2020-04-19T13:50:57
CUST0001417,Lipika Krishnamurthy,saranansh@outlook.com,7610023512,1955-09-13,69/15 Jha Chowk,Ghaziabad,Himachal Pradesh,746898,GB,MNEWK3856G,Platinum,ACTIVE,2020-01-09T13:23:36
CUST0001418,Frederick Kibe,fwadhwa@yahoo.com,1881113379,2004-06-24,"H.No. 432, Bumb Road",Ahmedabad,Sikkim,656271,US,GFXMA7127P,Gold,ACTIVE,2026-04-18T18:39:51
